,DistanceIsolated,DistanceTotal,SameHand,SameKey,SameFinger,Reach,Hurde,Frequency,Keyboard
c1,0.0,0.0,True,False,False,True,False,99.0,WINDOWS
cX,0.0,,True,False,False,False,False,,WINDOWS
c(,0.0,,False,False,False,True,False,,WINDOWS
ce,0.0,0.0,True,False,True,True,False,1.0,WINDOWS
c<,0.0,,False,False,False,False,False,,WINDOWS
cw,0.0,0.0,True,False,False,True,False,103.0,WINDOWS
cx,0.0,0.0,True,False,False,False,False,277.0,WINDOWS
c+,0.0,,False,False,False,True,False,,WINDOWS
cH,0.0,0.0,False,False,False,True,False,3.0,WINDOWS
c#,0.0,,True,False,True,True,False,,WINDOWS
cm,0.0,0.0,False,False,False,False,False,440.0,WINDOWS
c?,0.0,0.0,False,False,False,False,False,13.0,WINDOWS
c=,0.0,,False,False,False,True,False,,WINDOWS
cR,0.0,0.0,True,False,False,True,False,52.0,WINDOWS
cO,0.0,0.0,False,False,False,True,False,326.0,WINDOWS
c:,0.0,0.0,False,False,False,True,False,48.0,WINDOWS
c\,0.0,,False,False,False,True,False,,WINDOWS
cF,0.0,0.0,True,False,False,True,False,5.0,WINDOWS
c_,0.0,,False,False,False,True,False,,WINDOWS
cQ,0.0,0.0,True,False,False,True,False,10.0,WINDOWS
cB,0.0,,True,False,False,False,False,,WINDOWS
ca,0.0,0.0,True,False,False,True,False,2059.0,WINDOWS
c[,0.0,,False,False,False,True,False,,WINDOWS
c-,0.0,0.0,False,False,False,True,False,25.0,WINDOWS
cc,0.0,0.0,True,True,True,False,False,8.0,WINDOWS
co,0.0,0.0,False,False,False,True,False,1069.0,WINDOWS
c&,0.0,,False,False,False,True,False,,WINDOWS
c!,0.0,0.0,True,False,False,True,False,,WINDOWS
c^,0.0,,False,False,False,True,False,,WINDOWS
c',0.0,0.0,False,False,False,True,False,14.0,WINDOWS
c8,0.0,0.0,False,False,False,True,False,3.0,WINDOWS
cg,0.0,0.0,True,False,False,True,False,1028.0,WINDOWS
ci,0.0,0.0,False,False,False,True,False,1883.0,WINDOWS
ct,0.0,0.0,True,False,False,True,False,48.0,WINDOWS
cj,0.0,0.0,False,False,False,True,False,2985.0,WINDOWS
cS,0.0,0.0,True,False,False,True,False,231.0,WINDOWS
c},0.0,,False,False,False,True,False,,WINDOWS
cp,0.0,0.0,False,False,False,True,False,291.0,WINDOWS
cG,0.0,0.0,True,False,False,True,False,,WINDOWS
cC,0.0,0.0,True,True,True,False,False,,WINDOWS
c*,0.0,,False,False,False,True,False,,WINDOWS
c],0.0,,False,False,False,True,False,,WINDOWS
cu,0.0,0.0,False,False,False,True,False,1062.0,WINDOWS
cA,0.0,0.0,True,False,False,True,False,2.0,WINDOWS
ck,0.0,0.0,False,False,False,True,False,2574.0,WINDOWS
c3,0.0,0.0,True,False,True,True,False,18.0,WINDOWS
cq,0.0,0.0,True,False,False,True,False,131.0,WINDOWS
c|,0.0,,False,False,False,True,False,,WINDOWS
cz,0.0,0.0,True,False,False,False,False,343.0,WINDOWS
c~,0.0,,True,False,False,True,False,,WINDOWS
cl,0.0,0.0,False,False,False,True,False,305.0,WINDOWS
c/,0.0,,False,False,False,False,False,,WINDOWS
cP,0.0,0.0,False,False,False,True,False,293.0,WINDOWS
c$,0.0,,True,False,False,True,False,,WINDOWS
cJ,0.0,0.0,False,False,False,True,False,336.0,WINDOWS
cU,0.0,0.0,False,False,False,True,False,,WINDOWS
cy,0.0,0.0,False,False,False,True,False,920.0,WINDOWS
cv,0.0,0.0,True,False,False,False,False,1089.0,WINDOWS
c9,0.0,0.0,False,False,False,True,False,2.0,WINDOWS
cZ,0.0,,True,False,False,False,False,,WINDOWS
c2,0.0,0.0,True,False,False,True,False,32.0,WINDOWS
cL,0.0,,False,False,False,True,False,,WINDOWS
cW,0.0,0.0,True,False,False,True,False,28.0,WINDOWS
c%,0.0,,True,False,False,True,False,,WINDOWS
c>,0.0,,False,False,False,False,False,,WINDOWS
"c""",0.0,0.0,False,False,False,True,False,104.0,WINDOWS
cT,0.0,0.0,True,False,False,True,False,8.0,WINDOWS
cn,0.0,0.0,False,False,False,False,False,48.0,WINDOWS
cV,0.0,,True,False,False,False,False,,WINDOWS
c7,0.0,0.0,False,False,False,True,False,6.0,WINDOWS
c@,0.0,0.0,True,False,False,True,False,,WINDOWS
cE,0.0,0.0,True,False,True,True,False,76.0,WINDOWS
cD,0.0,0.0,True,False,True,True,False,,WINDOWS
cM,0.0,,False,False,False,False,False,,WINDOWS
c`,0.0,,True,False,False,True,False,,WINDOWS
c.,0.0,0.0,False,False,False,False,False,3082.0,WINDOWS
cI,0.0,,False,False,False,True,False,,WINDOWS
cf,0.0,0.0,True,False,False,True,False,604.0,WINDOWS
cN,0.0,,False,False,False,False,False,,WINDOWS
cK,0.0,0.0,False,False,False,True,False,432.0,WINDOWS
c0,0.0,,False,False,False,True,False,,WINDOWS
cr,0.0,0.0,True,False,False,True,False,868.0,WINDOWS
"c,",0.0,0.0,False,False,False,False,False,438.0,WINDOWS
cb,0.0,0.0,True,False,False,False,False,388.0,WINDOWS
c;,0.0,0.0,False,False,False,True,False,19.0,WINDOWS
ch,0.0,0.0,False,False,False,True,False,1594.0,WINDOWS
cY,0.0,,False,False,False,True,False,,WINDOWS
od,0.0,0.0,False,False,False,True,True,323.0,WINDOWS
o),0.0,,True,False,False,True,True,,WINDOWS
o5,0.0,,False,False,False,True,True,,WINDOWS
o{,0.0,,True,False,False,True,False,,WINDOWS
o4,0.0,,False,False,False,True,True,,WINDOWS
os,0.0,0.0,False,False,False,True,True,1419.0,WINDOWS
o6,0.0,,True,False,False,True,True,,WINDOWS
o1,0.0,0.0,False,False,False,True,True,1.0,WINDOWS
oX,0.0,0.0,False,False,False,True,False,,WINDOWS
o(,0.0,0.0,True,False,True,True,True,,WINDOWS
oe,0.0,0.0,False,False,False,True,False,252.0,WINDOWS
o<,0.0,,True,False,False,True,False,,WINDOWS
ow,0.0,0.0,False,False,False,True,False,3.0,WINDOWS
ox,0.0,0.0,False,False,False,True,False,29.0,WINDOWS
o+,0.0,,True,False,False,True,True,,WINDOWS
oH,0.0,0.0,True,False,False,True,True,,WINDOWS
o#,0.0,0.0,False,False,False,True,True,,WINDOWS
om,0.0,0.0,True,False,False,True,False,40.0,WINDOWS
o?,0.0,,True,False,False,True,False,,WINDOWS
o=,0.0,,True,False,False,True,True,,WINDOWS
oR,0.0,0.0,False,False,False,True,False,2.0,WINDOWS
oO,0.0,0.0,True,True,True,True,False,6.0,WINDOWS
o:,0.0,0.0,True,False,False,True,True,,WINDOWS
o\,0.0,,True,False,False,True,False,,WINDOWS
oF,0.0,,False,False,False,True,True,,WINDOWS
o_,0.0,,True,False,False,True,True,,WINDOWS
oQ,0.0,,False,False,False,True,False,,WINDOWS
oB,0.0,,False,False,False,True,False,,WINDOWS
oa,0.0,0.0,False,False,False,True,True,456.0,WINDOWS
o[,0.0,,True,False,False,True,False,,WINDOWS
o-,0.0,0.0,True,False,False,True,True,1.0,WINDOWS
oc,0.0,0.0,False,False,False,True,False,78.0,WINDOWS
oo,0.0,0.0,True,True,True,True,False,16.0,WINDOWS
o&,0.0,0.0,True,False,False,True,True,,WINDOWS
o!,0.0,0.0,False,False,False,True,True,,WINDOWS
o^,0.0,0.0,True,False,False,True,True,,WINDOWS
o',0.0,0.0,True,False,False,True,True,,WINDOWS
o8,0.0,,True,False,False,True,True,,WINDOWS
og,0.0,0.0,False,False,False,True,True,208.0,WINDOWS
oi,0.0,0.0,True,False,False,True,False,482.0,WINDOWS
ot,0.0,0.0,False,False,False,True,False,7.0,WINDOWS
oj,0.0,0.0,True,False,False,True,True,2239.0,WINDOWS
oS,0.0,0.0,False,False,False,True,True,103.0,WINDOWS
o},0.0,,True,False,False,True,False,,WINDOWS
op,0.0,0.0,True,False,False,True,False,14.0,WINDOWS
oG,0.0,0.0,False,False,False,True,True,,WINDOWS
oC,0.0,0.0,False,False,False,True,False,,WINDOWS
o*,0.0,0.0,True,False,False,True,True,,WINDOWS
o],0.0,,True,False,False,True,False,,WINDOWS
ou,0.0,0.0,True,False,False,True,False,75.0,WINDOWS
oA,0.0,0.0,False,False,False,True,True,,WINDOWS
ok,0.0,0.0,True,False,False,True,True,177.0,WINDOWS
o3,0.0,,False,False,False,True,True,,WINDOWS
oq,0.0,0.0,False,False,False,True,False,3.0,WINDOWS
o|,0.0,0.0,True,False,False,True,False,,WINDOWS
oz,0.0,0.0,False,False,False,True,False,4.0,WINDOWS
o~,0.0,,False,False,False,True,True,,WINDOWS
ol,0.0,0.0,True,False,True,True,True,571.0,WINDOWS
o/,0.0,0.0,True,False,False,True,False,,WINDOWS
oP,0.0,0.0,True,False,False,True,False,4.0,WINDOWS
o$,0.0,0.0,False,False,False,True,True,,WINDOWS
oJ,0.0,0.0,True,False,False,True,True,2.0,WINDOWS
oU,0.0,0.0,True,False,False,True,False,,WINDOWS
oy,0.0,0.0,True,False,False,True,False,22.0,WINDOWS
ov,0.0,0.0,False,False,False,True,False,733.0,WINDOWS
o9,0.0,,True,False,True,True,True,,WINDOWS
oZ,0.0,0.0,False,False,False,True,False,,WINDOWS
o2,0.0,0.0,False,False,False,True,True,1.0,WINDOWS
oL,0.0,,True,False,True,True,True,,WINDOWS
oW,0.0,0.0,False,False,False,True,False,1.0,WINDOWS
o%,0.0,0.0,False,False,False,True,True,,WINDOWS
o>,0.0,,True,False,True,True,False,,WINDOWS
"o""",0.0,0.0,True,False,False,True,True,9.0,WINDOWS
oT,0.0,0.0,False,False,False,True,False,,WINDOWS
on,0.0,0.0,True,False,False,True,False,12.0,WINDOWS
oV,0.0,0.0,False,False,False,True,False,,WINDOWS
o7,0.0,,True,False,False,True,True,,WINDOWS
o@,0.0,0.0,False,False,False,True,True,,WINDOWS
oE,0.0,0.0,False,False,False,True,False,68.0,WINDOWS
oD,0.0,0.0,False,False,False,True,True,19.0,WINDOWS
oM,0.0,,True,False,False,True,False,,WINDOWS
o`,0.0,,False,False,False,True,True,,WINDOWS
o.,0.0,0.0,True,False,True,True,False,3.0,WINDOWS
oI,0.0,,True,False,False,True,False,,WINDOWS
of,0.0,0.0,False,False,False,True,True,958.0,WINDOWS
oN,0.0,0.0,True,False,False,True,False,3.0,WINDOWS
oK,0.0,0.0,True,False,False,True,True,128.0,WINDOWS
o0,0.0,,True,False,False,True,True,,WINDOWS
or,0.0,0.0,False,False,False,True,False,258.0,WINDOWS
"o,",0.0,0.0,True,False,False,True,False,18.0,WINDOWS
ob,0.0,0.0,False,False,False,True,False,25.0,WINDOWS
o;,0.0,0.0,True,False,False,True,True,,WINDOWS
oh,0.0,0.0,True,False,False,True,True,614.0,WINDOWS
oY,0.0,,True,False,False,True,False,,WINDOWS
&d,0.0,0.0,False,False,False,True,True,,WINDOWS
&),0.0,0.0,True,False,False,True,False,,WINDOWS
&5,0.0,,False,False,False,True,False,,WINDOWS
&{,0.0,,True,False,False,True,True,,WINDOWS
&4,0.0,,False,False,False,True,False,,WINDOWS
&s,0.0,0.0,False,False,False,True,True,,WINDOWS
&6,0.0,,True,False,True,True,False,,WINDOWS
&1,0.0,,False,False,False,True,False,,WINDOWS
&X,0.0,,False,False,False,True,False,,WINDOWS
&(,0.0,0.0,True,False,False,True,False,,WINDOWS
&e,0.0,0.0,False,False,False,True,True,,WINDOWS
&<,0.0,,True,False,False,True,False,,WINDOWS
&w,0.0,,False,False,False,True,True,,WINDOWS
&x,0.0,,False,False,False,True,False,,WINDOWS
&+,0.0,,True,False,False,True,False,,WINDOWS
&H,0.0,0.0,True,False,True,True,True,,WINDOWS
&#,0.0,0.0,False,False,False,True,False,,WINDOWS
&m,0.0,0.0,True,False,True,True,False,,WINDOWS
&?,0.0,,True,False,False,True,False,,WINDOWS
&=,0.0,,True,False,False,True,False,,WINDOWS
&R,0.0,,False,False,False,True,True,,WINDOWS
&O,0.0,,True,False,False,True,True,,WINDOWS
&:,0.0,,True,False,False,True,True,,WINDOWS
&\,0.0,,True,False,False,True,True,,WINDOWS
&F,0.0,,False,False,False,True,True,,WINDOWS
&_,0.0,,True,False,False,True,False,,WINDOWS
&Q,0.0,,False,False,False,True,True,,WINDOWS
&B,0.0,,False,False,False,True,False,,WINDOWS
&a,0.0,0.0,False,False,False,True,True,,WINDOWS
&[,0.0,,True,False,False,True,True,,WINDOWS
&-,0.0,0.0,True,False,False,True,False,,WINDOWS
&c,0.0,,False,False,False,True,False,,WINDOWS
&o,0.0,0.0,True,False,False,True,True,,WINDOWS
&&,0.0,0.0,True,True,True,True,False,,WINDOWS
&!,0.0,0.0,False,False,False,True,False,,WINDOWS
&^,0.0,0.0,True,False,True,True,False,,WINDOWS
&',0.0,,True,False,False,True,True,,WINDOWS
&8,0.0,,True,False,False,True,False,,WINDOWS
&g,0.0,0.0,False,False,False,True,True,,WINDOWS
&i,0.0,,True,False,False,True,True,,WINDOWS
&t,0.0,0.0,False,False,False,True,True,,WINDOWS
&j,0.0,0.0,True,False,True,True,True,,WINDOWS
&S,0.0,0.0,False,False,False,True,True,,WINDOWS
&},0.0,,True,False,False,True,True,,WINDOWS
&p,0.0,0.0,True,False,False,True,True,,WINDOWS
&G,0.0,,False,False,False,True,True,,WINDOWS
&C,0.0,,False,False,False,True,False,,WINDOWS
&*,0.0,0.0,True,False,False,True,False,,WINDOWS
&],0.0,,True,False,False,True,True,,WINDOWS
&u,0.0,0.0,True,False,True,True,True,,WINDOWS
&A,0.0,,False,False,False,True,True,,WINDOWS
&k,0.0,0.0,True,False,False,True,True,,WINDOWS
&3,0.0,,False,False,False,True,False,,WINDOWS
&q,0.0,0.0,False,False,False,True,True,,WINDOWS
&|,0.0,,True,False,False,True,True,,WINDOWS
&z,0.0,,False,False,False,True,False,,WINDOWS
&~,0.0,,False,False,False,True,False,,WINDOWS
&l,0.0,0.0,True,False,False,True,True,,WINDOWS
&/,0.0,,True,False,False,True,False,,WINDOWS
&P,0.0,,True,False,False,True,True,,WINDOWS
&$,0.0,0.0,False,False,False,True,False,,WINDOWS
&J,0.0,,True,False,True,True,True,,WINDOWS
&U,0.0,,True,False,True,True,True,,WINDOWS
&y,0.0,,True,False,True,True,True,,WINDOWS
&v,0.0,,False,False,False,True,False,,WINDOWS
&9,0.0,,True,False,False,True,False,,WINDOWS
&Z,0.0,,False,False,False,True,False,,WINDOWS
&2,0.0,,False,False,False,True,False,,WINDOWS
&L,0.0,,True,False,False,True,True,,WINDOWS
&W,0.0,,False,False,False,True,True,,WINDOWS
&%,0.0,0.0,False,False,False,True,False,,WINDOWS
&>,0.0,,True,False,False,True,False,,WINDOWS
"&""",0.0,,True,False,False,True,True,,WINDOWS
&T,0.0,0.0,False,False,False,True,True,,WINDOWS
&n,0.0,0.0,True,False,True,True,False,,WINDOWS
&V,0.0,,False,False,False,True,False,,WINDOWS
&7,0.0,,True,True,True,True,False,,WINDOWS
&@,0.0,0.0,False,False,False,True,False,,WINDOWS
&E,0.0,,False,False,False,True,True,,WINDOWS
&D,0.0,,False,False,False,True,True,,WINDOWS
&M,0.0,,True,False,True,True,False,,WINDOWS
&`,0.0,,False,False,False,True,False,,WINDOWS
&.,0.0,0.0,True,False,False,True,False,,WINDOWS
&I,0.0,,True,False,False,True,True,,WINDOWS
&f,0.0,0.0,False,False,False,True,True,,WINDOWS
&N,0.0,,True,False,True,True,False,,WINDOWS
&K,0.0,,True,False,False,True,True,,WINDOWS
&0,0.0,,True,False,False,True,False,,WINDOWS
&r,0.0,0.0,False,False,False,True,True,,WINDOWS
"&,",0.0,0.0,True,False,False,True,False,,WINDOWS
&b,0.0,0.0,False,False,False,True,False,,WINDOWS
&;,0.0,,True,False,False,True,True,,WINDOWS
&h,0.0,0.0,True,False,True,True,True,,WINDOWS
&Y,0.0,,True,False,True,True,True,,WINDOWS
!d,0.0,0.0,True,False,False,True,True,,WINDOWS
!),0.0,0.0,False,False,False,True,False,,WINDOWS
!5,0.0,,True,False,False,True,False,,WINDOWS
!{,0.0,,False,False,False,True,True,,WINDOWS
!4,0.0,,True,False,False,True,False,,WINDOWS
!s,0.0,0.0,True,False,False,True,True,,WINDOWS
!6,0.0,,False,False,False,True,False,,WINDOWS
!1,0.0,,True,True,True,True,False,,WINDOWS
!X,0.0,,True,False,False,True,False,,WINDOWS
!(,0.0,0.0,False,False,False,True,False,,WINDOWS
!e,0.0,,True,False,False,True,True,,WINDOWS
!<,0.0,,False,False,False,True,False,,WINDOWS
!w,0.0,0.0,True,False,False,True,True,,WINDOWS
!x,0.0,,True,False,False,True,False,,WINDOWS
!+,0.0,,False,False,False,True,False,,WINDOWS
!H,0.0,0.0,False,False,False,True,True,,WINDOWS
!#,0.0,0.0,True,False,False,True,False,,WINDOWS
!m,0.0,0.0,False,False,False,True,False,,WINDOWS
!?,0.0,,False,False,False,True,False,,WINDOWS
!=,0.0,,False,False,False,True,False,,WINDOWS
!R,0.0,,True,False,False,True,True,,WINDOWS
!O,0.0,,False,False,False,True,True,,WINDOWS
!:,0.0,,False,False,False,True,True,,WINDOWS
!\,0.0,,False,False,False,True,True,,WINDOWS
!F,0.0,,True,False,False,True,True,,WINDOWS
!_,0.0,,False,False,False,True,False,,WINDOWS
!Q,0.0,,True,False,True,True,True,,WINDOWS
!B,0.0,,True,False,False,True,False,,WINDOWS
!a,0.0,0.0,True,False,True,True,True,,WINDOWS
![,0.0,,False,False,False,True,True,,WINDOWS
!-,0.0,0.0,False,False,False,True,False,,WINDOWS
!c,0.0,,True,False,False,True,False,,WINDOWS
!o,0.0,0.0,False,False,False,True,True,,WINDOWS
!&,0.0,0.0,False,False,False,True,False,,WINDOWS
!!,0.0,0.0,True,True,True,True,False,,WINDOWS
!^,0.0,0.0,False,False,False,True,False,,WINDOWS
!',0.0,,False,False,False,True,True,,WINDOWS
!8,0.0,,False,False,False,True,False,,WINDOWS
!g,0.0,0.0,True,False,False,True,True,,WINDOWS
!i,0.0,0.0,False,False,False,True,True,,WINDOWS
!t,0.0,0.0,True,False,False,True,True,,WINDOWS
!j,0.0,0.0,False,False,False,True,True,,WINDOWS
!S,0.0,0.0,True,False,False,True,True,,WINDOWS
!},0.0,,False,False,False,True,True,,WINDOWS
!p,0.0,0.0,False,False,False,True,True,,WINDOWS
!G,0.0,,True,False,False,True,True,,WINDOWS
!C,0.0,,True,False,False,True,False,,WINDOWS
!*,0.0,0.0,False,False,False,True,False,,WINDOWS
!],0.0,,False,False,False,True,True,,WINDOWS
!u,0.0,0.0,False,False,False,True,True,,WINDOWS
!A,0.0,,True,False,True,True,True,,WINDOWS
!k,0.0,0.0,False,False,False,True,True,,WINDOWS
!3,0.0,,True,False,False,True,False,,WINDOWS
!q,0.0,0.0,True,False,True,True,True,,WINDOWS
!|,0.0,,False,False,False,True,True,,WINDOWS
!z,0.0,,True,False,True,True,False,,WINDOWS
!~,0.0,,True,False,True,True,False,,WINDOWS
!l,0.0,,False,False,False,True,True,,WINDOWS
!/,0.0,0.0,False,False,False,True,False,,WINDOWS
!P,0.0,,False,False,False,True,True,,WINDOWS
!$,0.0,0.0,True,False,False,True,False,,WINDOWS
!J,0.0,,False,False,False,True,True,,WINDOWS
!U,0.0,,False,False,False,True,True,,WINDOWS
!y,0.0,,False,False,False,True,True,,WINDOWS
!v,0.0,,True,False,False,True,False,,WINDOWS
!9,0.0,,False,False,False,True,False,,WINDOWS
!Z,0.0,,True,False,True,True,False,,WINDOWS
!2,0.0,,True,False,False,True,False,,WINDOWS
!L,0.0,,False,False,False,True,True,,WINDOWS
!W,0.0,,True,False,False,True,True,,WINDOWS
!%,0.0,0.0,True,False,False,True,False,,WINDOWS
!>,0.0,,False,False,False,True,False,,WINDOWS
"!""",0.0,0.0,False,False,False,True,True,,WINDOWS
!T,0.0,0.0,True,False,False,True,True,,WINDOWS
!n,0.0,0.0,False,False,False,True,False,,WINDOWS
!V,0.0,,True,False,False,True,False,,WINDOWS
!7,0.0,,False,False,False,True,False,,WINDOWS
!@,0.0,0.0,True,False,False,True,False,,WINDOWS
!E,0.0,,True,False,False,True,True,,WINDOWS
!D,0.0,,True,False,False,True,True,,WINDOWS
!M,0.0,,False,False,False,True,False,,WINDOWS
!`,0.0,,True,False,True,True,False,,WINDOWS
!.,0.0,0.0,False,False,False,True,False,,WINDOWS
!I,0.0,,False,False,False,True,True,,WINDOWS
!f,0.0,0.0,True,False,False,True,True,,WINDOWS
!N,0.0,,False,False,False,True,False,,WINDOWS
!K,0.0,,False,False,False,True,True,,WINDOWS
!0,0.0,,False,False,False,True,False,,WINDOWS
!r,0.0,,True,False,False,True,True,,WINDOWS
"!,",0.0,0.0,False,False,False,True,False,,WINDOWS
!b,0.0,0.0,True,False,False,True,False,,WINDOWS
!;,0.0,,False,False,False,True,True,,WINDOWS
!h,0.0,,False,False,False,True,True,,WINDOWS
!Y,0.0,,False,False,False,True,True,,WINDOWS
^d,0.0,0.0,False,False,False,True,True,,WINDOWS
^),0.0,0.0,True,False,False,True,False,,WINDOWS
^5,0.0,,False,False,False,True,False,,WINDOWS
^{,0.0,,True,False,False,True,True,,WINDOWS
^4,0.0,,False,False,False,True,False,,WINDOWS
^s,0.0,0.0,False,False,False,True,True,,WINDOWS
^6,0.0,,True,True,True,True,False,,WINDOWS
^1,0.0,,False,False,False,True,False,,WINDOWS
^X,0.0,,False,False,False,True,False,,WINDOWS
^(,0.0,0.0,True,False,False,True,False,,WINDOWS
^e,0.0,0.0,False,False,False,True,True,,WINDOWS
^<,0.0,,True,False,False,True,False,,WINDOWS
^w,0.0,,False,False,False,True,True,,WINDOWS
^x,0.0,,False,False,False,True,False,,WINDOWS
^+,0.0,,True,False,False,True,False,,WINDOWS
^H,0.0,0.0,True,False,True,True,True,,WINDOWS
^#,0.0,0.0,False,False,False,True,False,,WINDOWS
^m,0.0,0.0,True,False,True,True,False,,WINDOWS
^?,0.0,,True,False,False,True,False,,WINDOWS
^=,0.0,,True,False,False,True,False,,WINDOWS
^R,0.0,,False,False,False,True,True,,WINDOWS
^O,0.0,,True,False,False,True,True,,WINDOWS
^:,0.0,0.0,True,False,False,True,True,,WINDOWS
^\,0.0,,True,False,False,True,True,,WINDOWS
^F,0.0,,False,False,False,True,True,,WINDOWS
^_,0.0,,True,False,False,True,False,,WINDOWS
^Q,0.0,,False,False,False,True,True,,WINDOWS
^B,0.0,,False,False,False,True,False,,WINDOWS
^a,0.0,0.0,False,False,False,True,True,,WINDOWS
^[,0.0,,True,False,False,True,True,,WINDOWS
^-,0.0,0.0,True,False,False,True,False,,WINDOWS
^c,0.0,,False,False,False,True,False,,WINDOWS
^o,0.0,0.0,True,False,False,True,True,,WINDOWS
^&,0.0,0.0,True,False,True,True,False,,WINDOWS
^!,0.0,0.0,False,False,False,True,False,,WINDOWS
^^,0.0,0.0,True,True,True,True,False,,WINDOWS
^',0.0,,True,False,False,True,True,,WINDOWS
^8,0.0,,True,False,False,True,False,,WINDOWS
^g,0.0,,False,False,False,True,True,,WINDOWS
^i,0.0,,True,False,False,True,True,,WINDOWS
^t,0.0,0.0,False,False,False,True,True,,WINDOWS
^j,0.0,0.0,True,False,True,True,True,,WINDOWS
^S,0.0,0.0,False,False,False,True,True,,WINDOWS
^},0.0,,True,False,False,True,True,,WINDOWS
^p,0.0,,True,False,False,True,True,,WINDOWS
^G,0.0,,False,False,False,True,True,,WINDOWS
^C,0.0,,False,False,False,True,False,,WINDOWS
^*,0.0,0.0,True,False,False,True,False,,WINDOWS
^],0.0,,True,False,False,True,True,,WINDOWS
^u,0.0,0.0,True,False,True,True,True,,WINDOWS
^A,0.0,,False,False,False,True,True,,WINDOWS
^k,0.0,0.0,True,False,False,True,True,,WINDOWS
^3,0.0,,False,False,False,True,False,,WINDOWS
^q,0.0,0.0,False,False,False,True,True,,WINDOWS
^|,0.0,,True,False,False,True,True,,WINDOWS
^z,0.0,0.0,False,False,False,True,False,,WINDOWS
^~,0.0,,False,False,False,True,False,,WINDOWS
^l,0.0,0.0,True,False,False,True,True,,WINDOWS
^/,0.0,,True,False,False,True,False,,WINDOWS
^P,0.0,,True,False,False,True,True,,WINDOWS
^$,0.0,0.0,False,False,False,True,False,,WINDOWS
^J,0.0,,True,False,True,True,True,,WINDOWS
^U,0.0,,True,False,True,True,True,,WINDOWS
^y,0.0,,True,False,True,True,True,,WINDOWS
^v,0.0,,False,False,False,True,False,,WINDOWS
^9,0.0,,True,False,False,True,False,,WINDOWS
^Z,0.0,,False,False,False,True,False,,WINDOWS
^2,0.0,,False,False,False,True,False,,WINDOWS
^L,0.0,,True,False,False,True,True,,WINDOWS
^W,0.0,,False,False,False,True,True,,WINDOWS
^%,0.0,0.0,False,False,False,True,False,,WINDOWS
^>,0.0,,True,False,False,True,False,,WINDOWS
"^""",0.0,,True,False,False,True,True,,WINDOWS
^T,0.0,,False,False,False,True,True,,WINDOWS
^n,0.0,0.0,True,False,True,True,False,,WINDOWS
^V,0.0,,False,False,False,True,False,,WINDOWS
^7,0.0,,True,False,True,True,False,,WINDOWS
^@,0.0,0.0,False,False,False,True,False,,WINDOWS
^E,0.0,,False,False,False,True,True,,WINDOWS
^D,0.0,,False,False,False,True,True,,WINDOWS
^M,0.0,,True,False,True,True,False,,WINDOWS
^`,0.0,,False,False,False,True,False,,WINDOWS
^.,0.0,0.0,True,False,False,True,False,,WINDOWS
^I,0.0,,True,False,False,True,True,,WINDOWS
^f,0.0,0.0,False,False,False,True,True,,WINDOWS
^N,0.0,,True,False,True,True,False,,WINDOWS
^K,0.0,,True,False,False,True,True,,WINDOWS
^0,0.0,,True,False,False,True,False,,WINDOWS
^r,0.0,0.0,False,False,False,True,True,,WINDOWS
"^,",0.0,0.0,True,False,False,True,False,,WINDOWS
^b,0.0,0.0,False,False,False,True,False,,WINDOWS
^;,0.0,,True,False,False,True,True,,WINDOWS
^h,0.0,0.0,True,False,True,True,True,,WINDOWS
^Y,0.0,,True,False,True,True,True,,WINDOWS
'd,0.0,0.0,False,False,False,True,False,1.0,WINDOWS
'),0.0,,True,False,True,True,True,,WINDOWS
'5,0.0,,False,False,False,True,True,,WINDOWS
'{,0.0,,True,False,True,True,True,,WINDOWS
'4,0.0,,False,False,False,True,True,,WINDOWS
's,0.0,0.0,False,False,False,True,False,2.0,WINDOWS
'6,0.0,,True,False,False,True,True,,WINDOWS
'1,0.0,,False,False,False,True,True,,WINDOWS
'X,0.0,,False,False,False,True,False,,WINDOWS
'(,0.0,,True,False,False,True,True,,WINDOWS
'e,0.0,0.0,False,False,False,True,True,,WINDOWS
'<,0.0,,True,False,False,True,False,,WINDOWS
'w,0.0,0.0,False,False,False,True,True,2.0,WINDOWS
'x,0.0,0.0,False,False,False,True,False,,WINDOWS
'+,0.0,,True,False,True,True,True,,WINDOWS
'H,0.0,,True,False,False,True,False,,WINDOWS
'#,0.0,,False,False,False,True,True,,WINDOWS
'm,0.0,0.0,True,False,False,True,False,2.0,WINDOWS
'?,0.0,,True,False,True,True,False,,WINDOWS
'=,0.0,,True,False,True,True,True,,WINDOWS
'R,0.0,,False,False,False,True,True,,WINDOWS
'O,0.0,0.0,True,False,False,True,True,1.0,WINDOWS
':,0.0,,True,False,True,True,False,,WINDOWS
'\,0.0,,True,False,True,True,True,,WINDOWS
'F,0.0,,False,False,False,True,False,,WINDOWS
'_,0.0,,True,False,True,True,True,,WINDOWS
'Q,0.0,,False,False,False,True,True,,WINDOWS
'B,0.0,,False,False,False,True,False,,WINDOWS
'a,0.0,0.0,False,False,False,True,False,6.0,WINDOWS
'[,0.0,,True,False,True,True,True,,WINDOWS
'-,0.0,,True,False,True,True,True,,WINDOWS
'c,0.0,0.0,False,False,False,True,False,,WINDOWS
'o,0.0,0.0,True,False,False,True,True,1.0,WINDOWS
'&,0.0,,True,False,False,True,True,,WINDOWS
