sentence,log10_score
اللہ کرے پاکستانی ٹیم اسی طرح اچھا کھیل پیش کرتی رھے,-2.5661435560746626
یہ جو ہم کچھ کہتے کہتے کچھ بھی کہ پاتے نہیں,-2.1473934867165307
طوطے کی یخنی مل جائے تو مزہ آجائے صاحب,-2.6486837599012585
بسوں میں تو مین نے بھی بہت فلمیں دیکھی ہیں,-2.312790298461914
تو آپ درج ذیل ربط پر کلک کریں,-1.373992919921875
قیصرانی بھی نہیں کہ کوئی چکن مصالحہ ہی بنا دیتا,-2.7966564178466795
تیرے پیار میں رسوا ہو کر جائیں کہاں دیوانے لوگ,-1.672596549987793
ڈھیر پھولوں کے چڑھے عاشقوں کی قبروں پر,-3.426940679550171
جسکی طبع لطیف اور موزوں شعر کہنا جانتا ہو,-3.430723190307617
اس میں دودھ بھی تو ہونا چاہیے تھا,-1.7292726039886475
اردو کی دنیا میں کیا برپا اک انقلاب,-2.7969632148742676
حسن والوں کی محبت بھی برائے نام ہے,-2.136742353439331
سخن تو دیکھ ہے رنگیں ترا چمن مجھ سے,-3.20633422003852
اللہ جی یہ تو مذاق کا اسٹائل تھا,-2.5327186584472656
مگر میری بھی کسی نے نہ سنی تھی,-2.112086772918701
پتہ ہوتا ہے کہ شعر برآمد ہونے ہیں,-2.5560240745544434
پھر کیا کرنا ہے ہم سے جو ہوگا ہم کرینگے جناب,-2.2299040014093574
کو ہندوستان کابینہ میں دیہی آبادی کے وزیر بنے,-2.9288533528645835
اس لیے میں آپ کی ک گمشدگی کا اشتہار کیسے دیتا,-2.3636058460582388
نہ پائی خاک بھی تاباں کی ہم نے پھر ظالم,-3.1914682388305664
اک نئے احساس کی سولی پے چڑھ جاتی ہے ماں,-2.306829261779785
مجھے کم از کم اسکی بہت ضرورت ہے شکریہ شمشاد بھائی,-1.9154295487837358
یہ کشمیر مغرب اور مشرق کو جگائے گا,-2.894883871078491
اگرچہ دل تری منزل نہ بن سکا اے دوست,-2.2477550506591797
میری جاں دیکھ یہی وصل کے موسم نہ کہیں,-2.951327641805013
جیسے اس وقت آپ ندارد ہیں کیا خبر مخفی ہوں,-3.1125280380249025
دیکھے وہ ایسے خواب اگر مجھ کو اس سے کیا,-2.4716320037841797
ایک لاکھ روپیوں کا صدقہ حکیم صاحب گرتے گرتے بچے,-3.01391487121582
خواہش کے سارے پیڑ ہی جب بے ثمر رہے,-3.0625097486707897
حضور صلی اللہ علیہ وآلہ وسلم کے عصا مبارک سے نشانات,-2.203748182816939
اک دوسرے کے ہمسفر میں اور میری آوارگی,-2.124983787536621
جناب شاکر القادری صاحب کی خوبصورت غزل کی پیروڈی,-1.5058275858561199
حاضر ہیں تیرے دربار میں ہم اللہ کرم اللہ کرم,-2.3119794845581056
آج بھی سورج ڈوب گیا بے نور افق کے ساگر میں,-2.230335062200373
استانی نے مسکراتے ہوئے اس کے گال چھوئے اور کہا,-2.9794992446899413
ہم سایہ دار پیڑ زمانے کے کام آئے,-2.2599875926971436
چلیں اس بہانے ہمیں حسین تو مانا آپ نے,-2.457125769721137
پچھلی سیٹ پر بیٹھے ہوئے آدمی نے سرد لہجے میں,-2.007763671875
اور عثمان بھائی نے بھی خوب مکھن لگایا ہے,-1.9319299062093098
سنو ذرا سنو ذرا میں ہے یہ کیسی صدا,-2.917385949028863
بہترین کلام کا نتخاب کیا محمد بلال اعظم,-2.026981830596924
یہ تاب یہ مجال یہ طاقت نہیں مجھے,-2.892054796218872
سرکار اس محفل میں ساجد نامی اک ہی مدیر ہے,-3.2361217498779298
جو کیجئے تو بس اردو میں گفتگو کیجے,-3.1207263469696045
حضرت علی اکبر پر تیروں کا مینہ برس رہا ہے,-2.341728401184082
ہزار شکر کہ ہم نے زباں سے کچھ نہ کہا,-1.8916933059692382
بکھر چکے ہیں بہت باغ و دشت و دریا میں,-2.453075981140137
لے گئی سب کچھ اڑا کے غم کی وہ آندھی چلی,-2.674957968971946
ماما تو پھر ماما ہوتی ہے ناں - یہاں دیکھیں,-2.70233211517334
چین سے کرتے ہیں ہم خواب ترے کوچے میں,-2.195123460557726
ہما رے سر کی پھٹی ٹوپیوں پہ طنز نہ کر,-1.8390466690063476
ویسے آپ پریشان نہ ہوں میں ابھی یہی ہوں,-1.7830337948269315
کیوں آپ کی خوشی کو مرا غم کرے اداس,-2.946057849460178
نمازیں پانچ پڑھ کے بس تمہاری ہی بقا مانگیں,-3.8924412197536893
ہتھے جو چڑھ گئے کبھی سسرال کے جناب,-2.931459426879883
کیا کیا توقعات تھیں آہوں سے اے خمار,-3.134155035018921
مثال کراچی میں ایم کیو ایم کے لڑکوں کی ہے,-2.00989990234375
مجھے تو یاد نہیں صحیح طرح سے بھیا,-2.10310435295105
ایک منٹ ابھی ڈھونڈ کر لاتی ہوں اسکی تصویر,-2.4359908633761935
ظلم سے نجات مل جائے شاید وہاں مائی کے,-2.3726673126220703
بھئی غلطی ہوگئی نا اور باقی لوگ آئے تو سہی نہ,-2.598252209750089
بات کیا کروں ان سے دل کو چھیل دیتے ہیں,-2.4050031661987306
جو یہ ہیٹ اترنے کا نام ہی نہیں لے رہے آپ,-2.38880070773038
بنیادی طور پر یہ معاشیات کی ایک اہم شاخ ہے,-2.3863636016845704
پوسٹمارٹم کے بغیر مزا ادھورا رہ جائے گا شہزاد ناصر بھیا,-2.839849818836559
اور چوڑی چمنیوں کی دو قطاروں کا اضافہ بھی کیا,-2.948496627807617
اوہو میرے پاس پرس ہوتا ہی نہیں ہے,-2.539313554763794
اور ٹانگوں کی ہڈیاں دونوں ایک جیسی ہیں,-2.701376438140869
جیل خانے بھی ہیں اور گیس کے چیمبر بھی ہیں,-2.855331039428711
تھی فرشتوں کو بھی حیرت کہ یہ آواز ہے کیا,-2.6876474380493165
اللہ کا جتنا شکر ادا کروں کم ہے,-1.3767178058624268
زندگی کے مرزا غالب کے اس خیال پر یقین رکھتا ہوں,-1.9384160475297407
جہاں پر تھے مرشد وہ پہنچے وہاں تھے,-3.3135883808135986
دونوں میں سے ایک کام تو ہوا ہی ہے,-1.7500442928738065
بس دعا کریں کہ دال صاف ہو جائے,-2.0384557247161865
طویل عرصہ سے مہنگائی برداشت کرتے چلے آرہے ہیں,-2.521922853257921
ابھی تو دل و نگاہ میں سمانا باقی ہے,-2.135701709323459
جلد ہی کسی اچھے دماغی ڈاکٹر سے رجوع کرو,-2.612250645955404
اب یہ نہیں کہنا کہ جمعیت والوں کی کاروائی ہے,-2.2578624725341796
کیا چمکتے دمکتے ستارے ہیں اردو محفل کے,-2.2244296073913574
گرا تو کوئی جزیرہ نہ تھا سمندر میں,-3.057979106903076
شمشاد صاحب میری کسی بات کو غلط مت سمجھئے گا,-2.1320068359375
جہاں میں ہوں وہاں کوئی کسی سے کم نہیں,-1.8014984130859375
اور بابائے ٹیگ جیسے قیمتی القابات جیتنے کے بعد,-3.5426019032796225
واللہ مجھے نہیں موصول ہو سکی اب تک,-2.8588242530822754
جی اس کی ایک وجہ تو جینز ہیں,-2.4638209342956543
بہت شکریہ وارث صاحب اور محترم استاد گرامی صاحب,-2.004187477959527
امید بہنا آپ یوٹیوب سے کچھ بنانا سیکھ لیں ناں,-2.3335052490234376
ایک مدت سے مری ماں نہیں سوئی تابش,-1.934678077697754
میری خون جگر بنے مرہم دل و جان,-3.1202170848846436
حدیث شریف کا یہ آخری فقرہ بمع ترجمہ یوں ہو گا,-2.523029153997248
اس کے ساتھ اس کا والد اور بھائی بھی تھا,-1.825984001159668
اوہو لگتا ہے کہ کوئی انفیکشن چل رہا ہے انکے گھر,-2.4113108895041724
اجنبی میں اجنبی مسافر سے اپنے ہر تعلق کو سمجھ لینا,-2.0390763716264204
یاد کرکے مجھے تکلیف ہی ہوتی ہو گی,-1.9348567724227905
کچھ دن سے میرا گھر بھی پری خانہ ہوا ہے,-2.2287744522094726
آگئی نا پہچان اتنی جلدی شمشاد بھائی کی,-2.885502338409424
ہم نے تو دردناک واقعہ بلکہ مرثیہ لکھا ہے بھائی,-2.8862524032592773
زمین پر وہی بے غسل و بے مزار رہے,-3.1314676072862415
اک اجنبی نے ھے پوچھا بھلا اداس ھو کیوں,-3.2931639353434243
"""اپنی منزل کی طرف بڑھتے ہوئے رکھنا """" خیال """"""",-2.8816974639892576
اب ان دونوں مصروں کو توڑتا ہوں تاکہ آپ سمجھ سکیں,-2.2838703502308237
اب کیا کر دیا ہے انکل میں نے,-1.91847825050354
اس کی رفتار عظیم دھبے والے طوفان سے زیادہ تیز تھی,-2.83269587430087
سرائے عالمگیر ضلع گجرات پاکستان کا ایک شہر اور تحصیل ہے,-2.140222896229137
رزق تو انسان ساری زندگی کما کھاتا ہے بھائی صاحب,-2.8735570907592773
لیکن محفل والے تو کسی کو نہیں نکالتے بھیا,-2.673214806450738
میں رضا شاہ جنوبی افریقہ چلے گئے اور وہیں وفات پائی,-2.037023891102184
اور میری پاکٹ سے بھتیجا اینڈ کمپنی نے نکال لیں,-2.4246828079223635
اور میں انتظار بھی شروع کر دیا ہے,-1.7952629327774048
میرا خیال ہے مزاج تلخ ہو رہے ہیں اس لئے میں,-2.0782961411909624
غربت سعودی عرب میں بھی ڈیرے جمانے لگی,-3.08608341217041
نام تنظیم کا نام مکمل پتہ رابطہ نمبر ای میل,-3.0230459213256835
چلین باتیں بنانے سے تو پھر بھی بہتر ہے,-2.444907930162218
کاندھے پہ مشک لے کر جب قد کو خم کرے ہے,-2.8777332305908203
آیا تیرا سلام نہ آیا ہے خط کوئی,-3.5147359371185303
اب اس کا شکریہ میں ادا کرتا ہوں,-1.7162230014801025
ایسی ذلت کہ نہیں جس کا مداوا کوئی,-3.3013408184051514
نہیں ہوگا ناں بھیا کل بھی کھائی تھی,-2.4996275901794434
تم امیج کو ورچوئل ڈرائیو میں کیوں نہیں کر لیتے,-2.6174325942993164
جہاں سے چاہیں گے رستہ وہیں سے نکلے گا,-2.241609361436632
میں جیسا چاہتا ہوں ویسا موسم ڈھونڈ لیتا ہوں,-2.6598167419433594
عاصم انہیں سکھلا دو ابھی دھوپ میں چلنا,-3.4781692028045654
سینے میں جو آگ بھری ھے دیکھے گا ڈر جاوے گا,-2.897512609308416
مجھے صرف تالیاں مارنے والوں میں رکھیے گا پلیز,-2.361230002509223
عجیب خواب تھا آنکھیں ہی لے گیا میری,-2.9623312950134277
کہ ہم نے پتھروں میں عمر کاٹی تھی,-2.9945566654205322
کوئی کمرہ ہے جس کے طاق میں اک شمع جلتی ہے,-2.3874570673162285
"""جاننے کے لئے لاگ ان رہیے """" اردو محفل """" پہ""",-3.309309872713956
انہیں کی سالگرہ کے لئے ہے یہ توقیر,-2.0767297744750977
لیکن تفسیر بھائی نے تو خود اعتراف کیا ہے کہ,-1.9909486770629883
آخر کو علامہ اقبال نے غلط نہیں فرمایا تھا,-2.25040160285102
یہ کیسی باتیں شروع ہوگئی ہیں یہاں پر,-1.9490714073181152
آپ اس ڈائری کی تمام قسطیں یہاں پڑھ سکتے ہیں,-2.3708721160888673
اگر بھی نہ کام آئے تو قسمت کی خرابی ہے,-2.287203788757324
اللہ سب پر پنا رحم نازل فرمائے آمین,-2.824244260787964
عورتوں کے دوش بدوش گھر کی صفائی نہیں کرتا ۔,-2.09231014251709
میرے محبوب کی بس یہ ہی پہچان ہے,-2.3009936809539795
رخسار نازک ہوں تو آج ایک مانوں گا نہ میں,-3.0589649200439455
بہت شکریہ عثمان بھائی آپ کی دعائیں درکار ہیں,-1.4884352154201932
ٹیگ : شاعر کی سائیکل ، امجد علی راجا,-1.9109505547417536
ہو چاہے اک زمانہ کسی رہنما کے ساتھ,-3.0646884441375732
جس کو ساتھی مل گیا وہ اور تنہا ہوگیا,-2.3083421919080944
نظر جو آتا نہیں آس پاس ہو کر بھی,-2.651726828681098
مگر میں نے تو سنا تھا رضوان کہ,-2.2360150814056396
تم تو وفا کی بندشیں توڑے چلے گئے,-2.4995408058166504
جاتے ہیں لوگ قافلے کے پیش و پس چلے,-2.519868426852756
مجھ سے ملنا ہے تو میرے دل کے میں آ,-2.032737159729004
کو بہ کو پھیل گئی بات شناسائی کی,-2.2639074325561523
صدر مشرف کی پیرس میں اسرائیلی وزیر دفاع سے اتفاقیہ ملاقات,-2.6041748740456323
ایک تیلی لڑکا جو تیل بیچ رہا تھا,-3.079132556915283
میں تیری بات کو سمجھوں تو تجھ سے بات کروں,-2.0186702728271486
بولا اگر تو قند مکرر ہوے وہ لب,-3.3320696353912354
تو نے اسلام دیا تو نے جماعت میں لیا,-2.6778750949435763
خزاں کے دور میں میرا درخت پھل جائے,-2.9719083309173584
لاکھوں میں ہے وہ ایک کڑوڑوں میں فرد ہے,-2.642571131388346
فقط اک جستجو ہے ایک خواہش کی روانی ہے,-2.332708570692274
برقی کتب خانہ بنائیں رعب کے لیئے بھی اب,-2.9506583743625217
غیر مسلم شہریوں سے ٹیکس کی وصولی میں نرمی,-1.3940432866414387
وہ سفید اندام گورے جن کا دل یکسر سیاہ,-3.770027584499783
میرا خیال ہے سری لنکا کے ساتھ ہوگا کیا,-1.7688265906439886
کوئی بات نہیں اب اتنی بری عادت بھی نہیں ھے یہ,-1.9260853854092685
عشق میں اچھے برے سب ہی کا احسان لیا,-2.4620814853244357
کہ کہیں وقت سے پہلے تو نہیں جایا جا رہا,-2.0962541580200194
کسی کو آڈیو ویڈیو لنک ملے تو شئیر کریں,-2.5169281429714627
چلیں یہ بھی پپو بھائی خود آ کر بتائیں ہمیں,-2.394329833984375
یوں ہوا منصور کمرہ بھر گیا کرنوں کے ساتھ,-3.0060933430989585
پاکستانی صاحب نے وہ والی پوٹس کی ہوئی ہے,-2.570133845011393
جی یہ پی ٹی ائی کا قصور نہیں ہے,-1.8167665269639757
خبر نہیں ہے کہ یہ جنگ کون ہارے گا,-2.1586926778157554
پاکستان میں لڑکیوں کی تعلیم کے لیے جنگ,-1.8350187540054321
لیں میں تو آگئی پر آپ کہاں ہے,-1.923899531364441
چلیے اب رہنے دیں میں بھی انسان ہوں,-2.163904905319214
بہت ہی اچھا لگا کاشف صاحب کے بارے جان کر,-1.9636127471923828
یہ بھی کوئی پوچھنے والی بات ہے بھیا,-1.3515928983688354
مگر جو بھی یہاں لکھا ہے اس میں نغمگی سی ہے,-2.326019113714045
ہاں واقعی زین آج کل کافی مصروف ترین ہوا وا ہے,-2.7936397899280894
پاکستان سے ایک ادبی رسالہ تشکیل شایع کیا ۔,-2.6839690738254123
ڈاکٹر کے پاس جایا کرو ورنہ جلدی ٹھیک نہیں ہوگی,-2.4269458770751955
اب کسی شام کو راتوں میں نہیں بھٹکانا,-3.0834367275238037
ویسے بھیا کو جرمانہ کر لو چاہو تو,-2.727574348449707
ظاہر ہے اب ایک سے تو کام نہیں چل سکتا ناں,-2.100982666015625
دل میں چاہت کے کئی تاج محل ٹوٹ گئے,-2.3646727667914496
میں نے وہ اسٹوری بھی ٹائپ کر دی ہے,-1.7411441802978516
ان سے اپنا غم بیاں اب ہم کو کرنا ہی نہیں,-2.4692199013449927
آئی لو یو سو مچ پیاری امی جی,-1.981091856956482
میں جانتا ہوں تو نے کرم بے سبب کیا,-2.274041493733724
ان کو ہی کوئی مشورہ دیتی رہا کرو,-2.2937827110290527
ساری امیدیں تر و تازہ ہیں آخر دم تک,-2.649245368109809
ہزاروں جلوہ ہائے حسن ہر پردے میں پنہاں ہیں,-3.1013876597086587
کونین کی تعمیر میں مصروف ہے دن رات,-2.3655946254730225
ازل سے میری ادھوری سی داستاں کے لیے,-2.4033384323120117
جب جا کے افق کی جھیل میں سورج ڈوب گیا,-2.5350669860839843
پھر دل سے دور کب ہو قرب و حضور تیرا,-2.310810852050781
اب وہ عشق و محبت کی رسمیں نہیں,-2.305819272994995
پولیس کے مطابق آصف فلور ملز میں ۔,-3.1268694400787354
ایک نیا موجد + ایک نیا منصوبہ ایجاد,-3.732138156890869
آدمی جو کہتا ہے آدمی جو سنتا ہے,-2.5815138816833496
خوشی خوشی سے مرے ساتھ تو چلے موسم,-2.8297922611236572
بالکل سچ کہوں فرحت تو جاگتے میں خواب دیکھنا,-2.8492616017659507
ہم جنس اگر ملے نہ کوئی آسمان پر,-2.72708797454834
ہمسفر کی تلاش میں تھک گیا اس قدر,-2.168010950088501
السلام علیکم جویریہ کیا حال ۔ رات بات نامکمل رہ گئی,-2.704584988680753
پھر تری بے زبانی سے ڈر رہا ہے,-1.7185580730438232
کیا اس کی مجھے پرواہ دشمن جو زمانہ ہے,-2.192694981892904
کسی صورت بھی خاوند کو معذوری کا احساس نہیں ہونے دیتی,-2.4441583806818183
حضرت محمد رضی اللہ عنہ بن طلحہ رضی اللہ عنہ,-1.988499641418457
آج کل کون سا پروگرام کر رہی ہیں آپ,-2.0808919270833335
اظہار کرنے بیٹھوں تو کب بات ختم ہو,-2.3866777420043945
ویسے کتنے عرصے کی محنت ہے فاتح صاحب,-2.47115421295166
جی بالکل اس کے علاوہ شعری اصطلاح بھی ہے یہ,-2.352042007446289
ابو انیس صوفی برکت علی لدھیانوی کا جہاد کشمیر,-2.4480843014187283
کچھ دنوں سے مرے احساس کا محور ھے یہ بات,-2.491712951660156
وسیم اکرم بھی پاکستان کے لیئے ایک اعزاز ہیں ۔,-2.3791841506958007
اسی لیے تو سعود بھائی سے پوچھ رہی تھی آنی,-1.8208353042602539
ہی ہی ہی ہی اور باقی سب میں کون کون بھیا,-1.6615319685502485
آج ہی کھائی ہے مفت کے مال سے,-2.6757161617279053
جنگ والے اس کا جواب کبھی نہیں دے سکتے,-2.4586315155029297
پہلی عالمی جنگ بیسویں صدی کا پہلا بڑا عالمی تنازعہ تھا,-2.3384416753595527
خالد عمر اپنے بلاگ پر اس بارے میں,-1.7417244911193848
یورپی تہذیب کو دم بھر میں غارت کر دیا,-2.4445567660861545
سب کام سہی طرح سے ہو گیا ہے,-2.371781826019287
خوش ہو اے دل کہ محبت تو نبھا دی تو نے,-1.9643551219593396
ہالی وڈ : آسکر ایوارڈز کی تیاریاں مکمل,-2.6715939044952393
فلٹن نیو یارک کا رقبہ مربع کیلومیٹر ہے ہے,-1.1932476891411676
آجکل چھوٹی چھوٹی باتوں پر بھی لڑائی ہوجاتی ہے,-2.2616964975992837
گنگا میلی ہو چکی اب جمنا دیکھا کرو,-2.8788623809814453
اور اس وقت تک پاکستان ویں درجہ پر فائز ہے,-1.925236129760742
پھول جنت کے لگا کر کان سنتے ہیں صدا,-3.0336100260416665
بنا تو لوں مگر ایک نمبر بھی نہیں ملے گا مجھے,-2.0717123205011543
ریزہ ریزہ ہوئے یوں صبح کے آثار کہ بس,-2.566133287217882
عاشق ہیں سب اس کے جو ہے کونین کا والی,-2.525752067565918
رات کو تمہیں بھی کرتی ہوں میرا بچہ,-2.569814920425415
بہت ڈھونڈا تو تب جا کر تمھیں پایا,-2.8484292030334473
ووٹ ڈالے سے تو آجاتی تھی منہ پر رونق,-2.815251668294271
ہم کون سے غالب تھے کہ شہرت ہمیں ملتی,-3.106045405069987
منتخب مضمون کے معیارات پر پورا نہیں اترتا,-2.509672164916992
لیکن آپکا نشاندہی کا طریقہ مناسب نہیں تھا,-2.8253464698791504
گھنے پیڑوں کی میں جہاں وہ چاند رہتا تھا,-2.4741219414605036
یہ رہی جی بی یو پر میری پوسٹ,-2.659047842025757
البتہ ان دونوں جوڑوں میں ایک نمایاں فرق بھی ہے,-2.384383964538574
اس سے پہلے کہ میں اس سے کچھ پوچھتا,-1.7977837456597223
جماعت نہم کی حیاتیات غور سے نہیں پڑھی آپ نے,-2.784804916381836
ہم سب جانتے ہیں ان کے بارے میں,-1.3779590129852295
ہاں گل بھائی کا حق ہے جاب کا اب,-3.00140380859375
نہیں عمران جس کو علم کچھ انجام کا,-2.02079701423645
اپنوں سے ہار جیت کا کیسے کرے گا فیصلہ,-2.525454839070638
یہ عجیب وقت تو شعر سے بھی بلند ھے,-2.4494043986002603
تب ہی اوتار میں منہ ایسے بنا لیا ہے,-2.5580825805664062
ان کے خاندان کا نام انڈو یورپین زبانیں ہے,-2.6971844567192926
ترا علاج نذر کے سوا کچھ بھی نہیں,-2.2197065353393555
چند آزمودہ اور بے ضرر گھریلو طبی نسخے,-3.7796132564544678
آہا اب آئے نہ وارث بھائی میدان میں,-2.748098373413086
آجکل تو جاوید چودھری کمال کر رہا ہے,-2.441484212875366
اور چکن کے لیے پانی کی ضرورت نہیں ہے,-1.8656679789225261
توبہ توبہ یعنی میری وجہ سے آپ پریشان ہو رہی,-2.323500633239746
مت پوچھ کتنے ضبط کے موسم بسر کئے,-3.407750129699707
میں تو ثبوت بھی مہیا کر سکتی ہوں بہنا,-1.9595847659640842
ارے بابا سالگرہ کی خوشی میں ہیں سو فیصد,-2.2984356350368924
آپ اور پہلے عذر جفا اس نے جب کیا,-3.1348404354519315
مملکت نام پہ اسلام کے حاصل جو ہوئی,-3.3150577545166016
زمین اور آسمان کے درمیان کالا سورج سفر میں تھا,-2.261471748352051
مجھے کیا الٹ نہ دینے جو نہ بادہ خوار ہوتا,-2.0456939697265626
ذرا اس شعر کا مصرع اولی ذرا دیکھ لیں,-2.053007549709744
اور وہاں کونسی آئی ڈی اور پاسورڈ دینا ہوگا,-2.395642810397678
تو بہاروں کا ہے عنوان تجھے چاہوں گا,-2.6728568077087402
ڈاکٹروں کی ہڑتال پر حکم امتناع سے انکار,-2.1850106716156006
کیوں کہ مجھے کسی سے جاگیر نہیں درکار,-2.2343311309814453
ایک ملال کی گرد سمیٹے میں نے خود کو پار کیا,-2.623648903586648
صوبہ خیبر پختونخوا میں ضلع نوشہرہ کا محل وقوع,-1.6662819120619032
ہیں ساغر و مینا کی طرح دل بھی شکستہ,-2.5654029846191406
وہ حادثہ تھا کہ اندر سے ہوگیا ہوں خنجر,-2.9063262939453125
ملتا ہے پیار کے بدلے پیار ہو قسمت والوں کو,-2.4561283111572267
ساتھ چلتے تھے جلو میں ترے اقبال و ظفر,-2.8925819396972656
اور ہیروئین بھی رہبانیت کا لبادہ اوڑھ لیتی ہے,-2.752813975016276
زوال بندہ مومن کا بے زری سے نہیں,-3.0934834480285645
میں بھی سب پاکستانیوں کو پھر سے خوش آمدید کہتا ہوں,-1.5195426940917969
بادل کو کیا خبر ہے کہ بارش کی چاہ میں,-1.730978775024414
در حقیقت پارسا تو بھی نہیں میں بھی نہیں,-2.483332528008355
مسلم خان کی بیوقوفی کا اس بات سے اندازہ لگائیں,-2.6372976303100586
بہت شکریہ فرحت کیانی اور امید اور محبت,-1.6506054401397705
پولیس مطمئن کرے تبھی تعاون ہوگا : جرگہ,-3.9120304584503174
""""""" اک تماشا ہو رہا ہے دیکھتا جاتا ہوں میں """"""",-2.2968000932173296
سن کہ اب مخلوق تجھ سے خوش نہیں,-2.8881778717041016
شبیر حسن خان جوش ملیح آبادی ولد نواب بشیر احمد خان,-2.384115392511541
اس لیے یہ ڈبہ ٹرین سے کاٹ دیا گیا,-2.4204817877875433
لیکن احادیث میں ہندسوں میں نہیں الفاظ میں لکھا ہے,-2.5857816696166993
بھارت : کینسر کی سستی دوا بنانے کی اجازت,-3.0166297488742404
اس کا جواب آیات میں دیا گیا ہے,-1.945906639099121
تین تو نہی ہیں کوئی سبھی ہیں اس میں آتے,-2.977128601074219
کہ اپنوں ہی کے دل سے دربدر تھے,-2.959620714187622
آسماں پہ جا بیٹھے یہ خبر نہیں تم کو,-2.5507481892903647
کسی نے پیش کیا ہے بڑھا چڑھا کے مجھے,-2.327758365207248
وہ کھلاڑی جنہوں نے سب سے زیادہ دوڑیں کیں,-2.5048929850260415
رضوان بھائی تو اسے اتارتے اتارتے بوڑھے ہو جائیں گے,-2.5014400482177734
ابراہیم پاشا مصر جدید کے بانی محمد علی پاشا کا بیٹا,-2.5523312308571557
کان کھینچ کھینچ کر لمبے کرنے ہیں بس,-2.539698839187622
یا نائن نائن نائن ڈائل کردوں سمجھ نہیں آرہا,-3.322869406806098
مجھے ڈرایا ناں تو میں نے بھی ڈرا دینا ہے بھیا,-2.443301114169034
میں امریکہ کی جنگ انقلاب کے دوران یہاں بھی لڑائی ہوئی,-2.213880192149769
ابھی تو عمر قید کی سزا بولی بھی نہیں گئی,-2.167820930480957
ابھی تو میں گھر جا رہی ہوں ناں,-1.5135350227355957
کیا کیا نہ عکس تیر رہے تھے سراب میں,-1.9650132921006944
بات یہ تیرے سوا اور بھلا کس سے کہیں,-1.7105606926812067
پھر تو اقبال کا پڑھنا بھی جائز نہ ہوا -,-2.483617401123047
نگاہ ہم اٹھاتے ہیں جس سمت کو بھی,-2.761308431625366
دو تین اسی طرح ک خط لکھئے کام بن جائے گا,-2.7810537164861504
جس چیز کو زندگی کا دیتے ہیں لقب,-2.745140790939331
جی اچھا بھیا ویسے ہم پیتے ہیں ناں کھانے کے ساتھ,-2.310839219526811
یہ غزل سننے تلک خاموش رہ پائے گی کیا,-2.6800918579101562
ان کا یہ شعر تو ضرب المثل ہے,-1.2348576784133911
جنوں کے بھیس میں یا آدمی کے بھیس میں آئے,-2.335549736022949
جب اپنا قافلہ عدم و یقیں سے نکلے گا,-2.4581404791937933
یاں عیش کے پردہ میں چھپی دل شکنی ہے,-3.191354751586914
محب سے یہی سوال میں نے بھی کیا تھا,-1.9281145731608074
دونوں عالم کی عبادت ہیچ جس کے سامنے,-2.6370017528533936
سن صدائیں دے رہی ہے منزل پیار کی,-3.0865728855133057
جی جی آپ سب کا بہت بہت شکریہ,-1.2574743032455444
زیادہ دینے تھے نا تاکہ جواب دینے میں آسانی ہوتی,-2.5324153900146484
حاضر ہے چاہے جو کوئی نعمت فقیر کی,-3.0146994590759277
فراز گزرا ہوں جس طرف سے بھی پتھر لگے مجھے,-2.2909774780273438
یہ میگزین تو مجھے بھی چھاپہ خانہ لگ را,-3.0655528174506292
اس کی ساری دولت اس جنگ کی نذر ہو گئی,-2.0025299072265623
پابندی ہونے نہ ہونے سے فرق نہیں پڑتا ۔,-2.0796822441948786
سو آپ کو ایک بہترین موقع دیتے ہیں تعداد بڑھانے کا,-2.4084236838600854
ان کا تذکرہ ہم سے رجوع کرنے پر,-2.270390272140503
جاتے ہیں لاکھوں ہی وہ ہم کو سنا کر باتیں,-2.621358299255371
""""""" اس کو سات زمینوں تک دھنسا دیا جائے گا """"""",-2.7287493619051846
بی بی آپ غور سے دیکھیں یہاں گدھا دیکھایا گیا ہے,-2.1821413907137783
اس کے بعد اجمل صاحب کا یہ پیغام موصول ہوا,-1.6508880615234376
میں نے تالا توڑ کر دوسرا ڈال دیا ہے,-2.2177795834011502
اور دوسرا ثبوت مدعی پر ہوتا ہے مدعی آپ ہیں,-2.7743499755859373
ہم جانتے ہیں اس کا محرک کیا ہے,-1.925408959388733
میری تحریر کی زد میں ابھی تو کچھ نہیں آیا,-2.0165504455566405
حضوری ہو اگر حاصل مزہ ہے نیم جانی میں,-3.8231324089898004
سیم و زر کا دیوتا جس جا کبھی سوتا نہیں,-2.71148681640625
بیت اللہ محسود کے جاں بحق ہونے کی تصدیق,-1.9318057166205511
غبار آلودہ رنگ و نسب ہیں بال و پر ترے,-1.8385650634765625
بلی ی پکڑو میری مچھلی کھا گئی تھی پچھلے ہفتے,-3.4731281280517576
ویزہ کے لئے اپلائی کرنے سے پہلے ایک بار سوچ لیجئے,-2.359270616011186
فرخ السلام و علیکم و رحمتہ اللہ :,-1.5872145891189575
اس زمیں کا ہر ذرہ آفتاب تم سے ہے,-2.3521238962809243
ٹیگ : حیدرآبادی ڈبل کا میٹھا ، ڈبل کا میٹھا,-2.046618843078613
پتہ نہیں کیا بات چیت ہورہی ہے یہاں,-1.6652345657348633
خود کو بھی خبر ہونے نہیں دی کبھی اپنی,-2.5357449849446616
پر لگتا ہے انہیں ہوائوں میں اڑنے کا شوق ہے,-2.561033821105957
میں تو یہاں ہوں آپ اب کہاں ھیں,-1.9178128242492676
