,Stim
2516,دیگر قابل ذکر شخصیات میں منشی محمد زکریا ذاکر رامپوری
2517,ان امراض میں ہیضہ، سفلس، انتھراکس، جذام اور اہم ہیں۔
2518,آپ کو گرفتار کر کے حوالات میں بند کر دیا۔
2519,برمودا کے علاوہ آئل آف مان کا نام بھی ہے۔
2520,آپ قائد اعظم محمد علی جناح کے دست راست تھے۔
2521,اقبال صرف اخلاقیات اور مقصدی مضامین تک محدود نہیں رہے۔
2522,گورنمنٹ اسکول فار بلائنڈ، اسپیشل ایجوکیشن کمپلیکس، بروری روڈ، کوئٹہ
2523,ریاستہائے متحدہ امریکا کی ریاست شمالی کیرولائنا میں 100 ہیں۔
2524,اتنا نہ یاد آ کہ تجھے بھول جائیں ہم دد
2525,1811ء سے آزادی حاصل کرنے والا جنوبی پہلا ملک بنا
2526,حکومت اس بینک کے 77 فیصد حصص کی مالک ہے۔
2527,وہ تدریس اور تحقیق کا 44 سالہ تجربہ رکھتے ہیں۔
2528,اگلے پیش قطعے کے پھر دو حصے ہو جاتے ہیں
2529,حساب ابجد کی رو سے اعداد 10 شمار ہوتے ہیں۔
2530,پتھروں کی مغز اوزاروں کی دوسری قسم کچھوا نما ہیں۔
2531,آبادی میں جٹ، لوھار، موچی برادری کے لوگ بھی ہیں۔
2532,"""ان کی شاعری پر """"ایمل"""" """"الکھوی"""" کا گہرا اثر ہے۔"""
2533,آج گل گشت چمن کا وقت ہے اے نو بہار
2534,ان کو فنکار کی کمزوریوں سے کوئی واسطہ نہیں تھا۔
2535,کبھی تیغ تیز سپرد کی کبھی تحفہ گل تر دیا
2536,ایرئیل کی پیدائش 10 مئی 1898ء کو خملینتیسکی میں ہوئی۔
2537,واپس اندلس اور کچھ عرصہ قرطبہ میں درس دیتے رہے۔
2538,کالج اور یونیورسٹی میں مقابلہ تقریر میں ہمیشہ اول رہیں۔
2539,ابتدا میں متحدہقومی موومنٹ کہلانے والی جماعت سے وابستہ رہے۔
2540,بعد میں 1970ء میں قومی اسمبلی کے رکن منتخب ہوئے۔
2541,سید قاسم محمود، انسائیکلوپیڈیا مسلم انڈیا، حصہ اول، صفحہ 157
2542,زاہد حسین فرنٹ لائن جہاد پسند اسلام کی طرف تحریک۔
2543,یہ عمارت زراعت کے ترقی یافتہ ہونے کا ثبوت ہے۔
2544,ایک شہر ہے جس کے اندر الگ الگ مکان ہیں۔
2545,تجارتی خسارہ ختم ہوا اور معاشی بہتری میں تسلسل آیا۔
2546,مریدین و خلفاء کو کتب تصوف کی تعلیم دیتے تھے۔
2547,ان میں رشی آریائی فکری خطوط کی نمائندگی کرتے ہیں۔
2548,ایلچی نے ان سے مل کر ابرھہ کا پیغام پہنچایا۔
2549,میں حضرت مولانا الیاس صاحب کے ہمراہ پہلا حج فرمایا۔
2550,جسے اندلس حکومت نے اب بہت مضبوط بنا ڈالا تھا۔
2551,تحصیل دشت بلوچستان کے ضلع کیچ کی ایک تحصیل ہے۔
2552,حیاتیات داں؛ زندگی کی مختلف اقسام کے بارے میں معلومات
2553,تو نے اے غافل گریباں میں بھی دیکھا ہے کبھی
2554,جس سے بیرون ملک بھی لوگ آپ کے متعرف ہیں۔
2555,روایتی بھنگڑا رقص ضلع سیالکوٹ میں معیاری سمجھا جاتا ہے۔
2556,جبکہ حسرت موہانی ایک نیا تصور عشق سامنے لاتے ہیں۔
2557,یاسر نے ٹی وی پروگراموں کے لیے بھی لکھا ہے۔
2558,بھارت میں بچوں کا ایک پسندیدہ کارٹون کردار کرس ہے۔
2559,حج اسلامی سال کے آخری مہینے ذوالحج میں ہوتا ہے۔
2560,یونانوں نے انہیں پیری ٹیکا یعنی ٹاک درج کیا ہے۔
2561,مرارہ بن ربیع یہ غزوہ بدر میں شریک صحابی تھے۔
2562,علاقے پر ترکوں کا اثر و رسوخ قائم ہو گیا۔
2563,میرے شہر جل رہے ہیں میرے لوگ مر رہے ہیں
2564,مگر یہ ملک زیادہ تر خانہ بدوشوں کا ملک ہے۔
2565,تعزیت کا مسنون طریقہ کیا ہے؟ از مفتی خان ہزاروی
2566,دوسرے حصے میں اہم ترین میلے سبی میلہکاہر سال انعقاد
2567,شاہ رخ خان ارجن اور وجے سنگھ کے طور پر
2568,مستقبل میں ترقی کے لیے ارجنٹائن کی بنیادیں مضبوط ہیں۔
2569,اور یہ مغرور لشکر میدان چھوڑ کر بھاگ کھڑا ہوا۔
2570,گھر پر مارٹن بوبر یدش اور جرمن زبانیں بولتے تھے۔
2571,وہاں بھارت، پاکستان اور بنگلہدیش کے مسلمان بھی رہتے ہیں
2572,سفید فونیو کو بھوکے کا چاول بھی کہا جاتا ہے۔
2573,اس کے بعد نیچرل فلسفہ کے اسسٹنٹ پروفیسر مقرر ہوئے۔
2574,وہ حسینی اور خواجہ بندہ نواز کی اولاد سے ہیں۔
2575,جو اس کے اور راجپوت برادری سے تعلق رکھتے ہیں۔
2576,مسلمانوں کے پانچویں خلیفہ امیر معاویہ ابوسفیان کے بیٹے تھے۔
2577,اور رفتہ رفتہ یہ اسلوب تمام ملک پر چھا گیا۔
2578,اس الخوارزم کو ہم مثال کے ذریعہ واضح کرتے ہیں:
2579,ہوں یہ نام یگیہ کے منتروں کا سا مقام حاصل
2580,یہی نظریہ بعد میں پاکستان کے قیام کی بنیاد بنا۔
2581,اقتدار کے ایوانوں میں انہیں نقص گیر کہا جاتا تھا۔
2582,اور غزل میں داخل اور خارج کی کشمکش جاری ہے۔
2583,تیزی روانش مدارا گزید / دلش رای رزم بخارا گزید
2584,انہوں نے چار سو سے زائد فلموں میں کام کیا۔
2585,وہ محمد صلیاللہعلیہو آلہ وسلم سے عمر میں بڑی تھیں۔
2586,یہ مشرق وسطی کے مشہور مشروبات میں سے ایک ہے۔
2587,میں اپنی خاک سے کٹ کر جیوں تو میرے خدا
2588,انہیں کئی مرتبہ فضائی حادثوں کا بھی سامنا کرنا پڑا۔
2589,سر میں رسولی کی وجہ سے کراچی میں وفات پائی۔
2590,ان کا ناول لندن کی ایک رات بہت مشہور ہے۔
2591,انہوں نے متعددا کتب تصنیف فقہ پر احسان کیا ہے۔
2592,تقریبا تمام واقعات میں ایک منطقی ربط پایا جاتا ہے۔
2593,اصل نام سید اور تخلص حسرت، قصبہ موہان ضلع میں
2594,ہال میونسپل کمیٹی کی عمارات کا ضروری حصہ ہوتا ہے۔
2595,اس رسم حج کا ذکر قرآن شریف میں نہیں ہے۔
2596,قرآن فہمی کی ترغیب دلانا اس کا بنیادی مقصد ہے۔
2597,آسارام کو ہے بچیوں کے جنسی استحصال کرنے کی بیماری
2598,اب میں شاید ہی کوئی برہما کی پوجا کرتا ہو۔
2599,ڈراما خواب ہستی بھی اسی آخری دور کی یادگار ہے۔
2600,جلد سازی کے لوازمات اعظم گڑھ جا کر لاتے تھے۔
2601,یہ گیزہ کے تین اہراموں میں سب سے چھوٹا ہے۔
2602,یہاں سے اقبال کی بحیثیت شاعر شہرت کا آغاز ہوا۔
2603,اس دوران میں بولیور کو پانچ بار وطن چھوڑنا پڑا۔
2604,یہ دوری جدول کے گروپ ہیلوجن سے تعلق رکھتا ہے۔
2605,آزادی حاصل کرنے کے دنوں میں ہندوستان تقسیم ہو گیا۔
2606,اور آپنے اعلی کردار کی وجہ سے بہت مشہور ہوئیں۔
2607,نتیجتا پیسو کی قدر کو ڈالر سے جوڑ دیا گیا۔
2608,یہ دوا گردوں کے ذریعے جسم سے خارج ہوتی ہے۔
2609,تحصیل قلات بلوچستان کے ضلع قلات کی ایک تحصیل ہے۔
2610,"""اور"""" وہ نفس کو ہر بری خواہش سے روکتا """"ہے۔"""
2611,وہ علاقہ جو اب چین کا شمالی میدان کہلاتا ہے
2612,1922ء میں حکومت کی طرف سے سر کا خطاب ملا۔
2613,علی گڑھ تحریک کو مسلمانوں کے لیے مفید سمجھتے تھے۔
2614,تحریک آزادی اردو ادب کے آئینے میں۔ سنگمیل پبلیکیشنز لاہور،
2615,یہ کتاب ابو نصر محمد بن عتبی کی تصنیف ہے۔
2616,بنیادی برآمدات میں وسکی، الیکٹرانکس اور معاشی خدمات سرفہرست ہیں۔
2617,ابراہیم مسقطی اس دنیا سے کوچ کر گئے۔ اعتماد اخبار
2618,جناب سکینہ کے خلاف ایڑی چوٹی کا زور لگا دیا۔
2619,اشرف نے تصوف کے فروغ پر خصوصی توجہ دی ہے۔
2620,اس فلم کے بعد انہوں نے کئی کامیاب فلمیں بنائیں۔
2621,انیسویں صدی میں 321 سے زیادہ بڑی جنگیں لڑی گئیں۔
2622,ان میں بعض ہاں فیض کی روایت کا اثر ہے۔
2623,لاکھوں آدمی ان کے ہاتھوں موت کے گھاٹ اتر گئے۔
2624,تاہم یہ قبائل جنوبی امریکا میں نسبتا زیادہ موجود تھے۔
2625,ان کا تعلق ایک لوئر مڈل کلاس فیملی سے ہے۔
2626,شمالی جزیرے کے بیس پر پورٹ فوارہ تعمیر کیا ہے۔
2627,یہ عموما کسی خاص ٹورنامنٹ کے لیے کیا جاتا ہے۔
2628,اور شہر کے سارے مناظر اندھیرے میں کھو گئے ہیں۔
2629,اب وہ ہندوستان کی سرحدوں پر دستک دینے والے تھے۔
2630,ابو نصر محمد بن عتبی ایک مشہور عرب مصنف ہے۔
2631,فلسطینی عوامی پارٹی، فلسطین میں ایک معاشری سیاسی جماعت ہے۔
2632,اس انتظار میں کس کس سے پیار ہم نے کیا
2633,سموسے مصالحہ دار ترکاری یا گوشت کے بنائے جاتے ہیں۔
2634,وہ اداکار اولیور ہڈسن اور کیٹ ہڈسن کی ماں ہے۔
2635,لیکن یہ اپنے عہدے پر ٹکے رہنے میں ناکام رہا۔
2636,پہلا واقعہ حدیث کی کتاب صحیح بخاری میں مرقوم ہے۔
2637,علمی مراحل طے کرنے کے بعد تدریس میں مصروف ہوئے۔
2638,تحصیل پاروم بلوچستان کے ضلع پنجگور کی ایک تحصیل ہے۔
2639,اس کی جھلک سے آفتاب شرمندہ و بے تاب ہے۔
2640,درجہ 96 درج ذیل دو سے مربوط ہو سکتا ہے:
2641,19ویں صدی تک یورپی اسے خلیج عرب بھی کہتے تھے۔
2642,اس وقت پورا داغ کے نام سے گونج رہا تھا۔
2643,جو صدیوں تک غزل کا لازمہ سمجھے جاتے رہے ہیں۔
2644,کشمیری لوئیوں اور دھسوں کی فروخت کا کاروبار شروع کیا۔
2645,بیع و شرا اور فروخت کے منازعات و مناقشات ہیں۔
2646,میرا وہ جادہ ہے جس پہ چلا تھا نہ کوئی
2647,سابق شاہ فاروق اول نے انہیں الکمال کا اعزاز دیا۔
2648,سنگین نتائج، وقار اعوان، روزنامہ جنگ کراچی، 25 مئی 2010ء
2649,ولی کی شاعری مےں سراپا نگاری بدرجہ اتم موجود ہے۔
2650,سولہویں اور سترہویں صدی میں جادوگرنیوں کے خلاف مہم چلی۔
2651,صحرائےکالاہاری کا شمار دنیا کے عظیم میں کیا جاتا ہے۔
2652,1823ء میں ایران کے قدیم شہر قزوین میں پیدا ہوئیں۔
2653,پستانیہ جانور کینیڈا بھر میں ہر جگہ پائے جاتے ہیں۔
2654,ان کی نظم گیت گوند سے انہیں لافانی شہرت ملی۔
2655,حماس انتظامی طور پر دو بنیادی گروہوں میں منقسم ہے۔
2656,وہ ڈیایناے ریپئرینگ، سیل سائیکل کے علوم سے وابستہ ہیں۔
2657,بنیادی طور پر حرام مغز کے دو اہم کام ہیں:
2658,فرانسسکو ڈی پیڈرو نے زیادہ بہتر مصنوعی پیس میکر بنایا۔
2659,یہ ٹرمینل حجاج اور عمرہ زائرین کے لیے مخصوص ہے۔
2660,ہمارے مذہب کی روشنی مےں ےہ بات قطعی غلط ہے۔
2661,اس کی دانائی ہماری ادنی عقل سے ما ورا ہے۔
2662,اسی مناسبت سے اس کا نام تریاق افیون رکھا گیا۔
2663,یہ یوکرائن اور بیلاروس کا سب سے طویل دریا ہے۔
2664,"""سری"""" لنکا نے دورے کی منظوری دے دی۔ پاکستان """"بورڈ""""۔"""
2665,ابن قدامہ کے تین بیٹے تھے: محمد، یحیی اور عیسی۔
2666,خدا کی قسم میں اسے کنیزی میں لے سکتا ہوں۔
2667,چار ممالک میں ایمیزوناس نامی ریاستیں یا علاقے واقع ہیں۔
2668,یہ بازار اینٹوں اور چونے سے تعمیر کیا گیا ہے۔
2669,وہ اپنے جد امجد مخدوم اشرف کے سچے عاشق تھے۔
2670,طلب علم میں اسکندیہ، شام اور عرب کا سفر کیا۔
2671,سونے اور چاندی کے سکوں کے بہت سے فوائد ہیں۔
2672,تحصیل زیارت بلوچستان کے ضلع زیارت کی ایک تحصیل ہے۔
2673,اور آپ پیر شہابالدین شاہ سے تین سال چھوٹے تھے۔
2674,کائستھ ہندوستان میں رہنے والی ایک ذات کا نام ہے۔
2675,مارکیز کا ناول پہلوں دس دتی گئی موت دا روزنامچہ
2676,ان اجرام فلکی کو کوئیپر کی پٹی کہا جاتا ہے۔
2677,روایتی اور نوتخلیقی پتنگیں بانس اور کپڑے سے بنتی ہیں۔
2678,تقوی کا مطلب ہے پیرہیزگاری، نیکی اور ہدایت کی راہ۔
2679,آصف جاہ پنجم بحیثیت نظام ریاست دکن تخت نشین ہوا۔
2680,کسی بھی میٹرکس کے لیے، اور متناظر میٹرکس ہوں گی۔
2681,یہ کیڑے بھی مل جل کر بستیوں میں رہتے ہیں۔
2682,یہ شہر صوبائی ونی پگ کے قریب ہی واقع ہے۔
2683,418سیاست کانپور اردو زبان کے اخبار کی جدوجہد پر تھی۔
2684,ہم سے ہوں گے نہ لہو سینچنے والے جس دن
2685,ان کا تعلق پاکستان کے بلوچ قبیلے کھوسہ سے ہے۔
2686,سکاٹش اور اہم ٹرنک روڈز کو ٹرانسپورٹ سکاٹلینڈ سنبھالتی ہے۔
2687,مگر اس کا بڑا حصہ ایرانی مملکت میں شامل ہے۔
2688,آپ اردو کے پہلے ناول نگار تسلیم کیے جائے ہیں۔
2689,اس کا استحالہ سی فور ہے اور اونچائی درمیانی ہے۔
2690,سکھ ایجوکیشنل کانفرنس دی کی بھی دو بار سربراہی کی۔
2691,مسلمانوں اسے خوشی سے قبول کرنے کے لیے تیار تھے۔
2692,ایک آدھ مہینے بعد چیف کورٹ پنجاب میں وکالت شروع
2693,ایک برکی روڈ، لاہور جبکہ دوسرا شیخوپورہ میں واقع ہے۔
2694,بھارت کے کمیشن کے دستوری فرائض پر تفصیلی نوٹ لکھیے۔
2695,درجہ 110 درج ذیل دو سے مربوط ہو سکتا ہے:
2696,ہم نے جس جس چاہا تیرے ہجراں میں وہ لوگ
2697,میں بتا نہیں سکتی کہ آج میں کتنی خوش ہوں۔
2698,وینیزویلا کے اپوزیشن لیڈروں میں سالہا سال مایوسی میں ہے۔
2699,یہ قصبہ شہر کے انتہائی مشرقی حصے میں واقع ہے۔
2700,ذیل میں افغانستان میں سفارتی مشنوں کی فہرست درج ہے۔
2701,اس کی بہادری کے کارنامے شمالی ہندوستان میں مشہور ہیں۔
2702,ابن مریم، مصنف ایک شاگرد، مترجم اے۔ سنگھ، صفحہ 48
2703,آج کل دنیا میں 44 ممالک بادشاہت کے ماتحت ہیں۔
2704,اقبال کتب خانہ کی خدمات کی رسائی تک ممکن بنانا۔
2705,جس کا مطلب ہے کہ یہ شہر چلایا گیا ہے۔
2706,لالہ ملک راج سرف ایک بھارتی صحافی اور مصنف تھے۔
2707,توحید کے معنی ہیں کہ خالق کائنات کو ایک جاننا۔
2708,ذیل میں افریقہ کے شہروں کی فہرست بلحاظ ممالک ہے۔
2709,انہوں نے تیلگو زبان کا پہلا ڈرامہ 'کنیا شلکم' لکھا۔
2710,انکا شمار پاکستان کے سینئر صحافیوں میں کیا جاتا ہے۔
2711,چھ برس تک وہ اسی ضلع میں نظر بند رہے۔
2712,ہر ایسا عمل اس دفعہ کے تحت قابل سزا ہے۔
2713,ابراہیم بن عبداللہ مسقطی : شہر حیدرآباد کی معروف شخصیت۔
2714,نفیس فاطمہ پیدائش6 اپریل بنگلور یونیورسٹی کی انجمن رکن ہے۔
2715,نے تین سال کے عرصے میں قرآن مجید حفظ کیا۔
2716,وہ ایلیاڈ اور اوڈیسی جیسی شاہکار رزمیہ نظمیں لکھیں تھیں۔
2717,کر کے بحر و قافیہ تبدیل لکھ اور اک غزل
2718,بعض پرانے لوگوں کا خیال ہے کہ میری یادیں والا
2719,سردی کی جفا جس پے نہ گرمی کا چلے جوت
2720,کس کی ہوتی جرات تجھ کو مجھ سے جدا کرتا
2721,ہم تو چلے پر دیس ہم پردیسی ہو گے ۔
2722,لوگ کہتے ہیں کہ دیں پھیلا ہے تلوار کے ساتھ
2723,اللہ عزوجل آپ کو خیر کثیر عطا فرمائے مشاہد بھائی
2724,سید شہزاد ناصر ، ہفتہ بوقت 1 : 08 شام
2725,باقی باتیں براہ راست لڑکی سے کرنا پسند کروں گا
2726,"""بس یہی بات ہے اچھی """" احمد بھائی """" کی"""
2727,یہ بے جہات کا عالم کہاں ہے سب کے لئے
2728,دل کو مضبوط کیسے کیا جائے کہ وہ نہ ٹوٹے
2729,بندہ سکا مضمون نہ ھم سے اس دھان تنگ کا
2730,حکومت کی طرف سے ادائیگی نہ ہونے کی وجہ سے
2731,شیخ : لاپروائی سے نہیں صرف آج ہی گیا تھا
2732,بے مہر دھوپ اور ہے مانگے کی بود و باش
2733,خالی بوتلیں جہاں ملتی ہیں لاہور میں مجھے پتا ہے
2734,طبل بجانا پڑے گا آپ سب کو اٹھانے کے لیئے
2735,وہ ان دنوں تو ہمارا تھا لیکن اب کیا ہے
2736,زبانوں پر دلوں کی بات جب ہم لا نہیں سکتے
2737,میں آج ان کاغذات کو الٹ کر جو دیکھتا ہوں
2738,جی تو یہاں کھانے پینے کی باتیں چل رہیں ہیں
2739,ندا ڈار : سنچری اسکور کرنے والی پہلی پاکستانی کھلاڑی
2740,اور رفتہ رفتہ یہ اسلوب تمام ملک پر چھا گیا
2741,ہے پیچ و تاب بحر کی ایک ایک لہر میں
2742,ہم کو اس درد کی آواز سے کیا کرنا ہے
2743,نہ کوئی بندہ رہا اور نہ ہی کوئی بندہ نواز
2744,دانہ نا ہو تو دانا بھی نہیں بن سکتا انسان
2745,مگر میں تو قائل ہوئی اتنی وضاحت دلیل کے ساتھ
2746,کوئی اطلاع نہیں کوئی پوسٹنگ نہیں کوئی نیا دھاگہ نہیں
2747,اس نظام میں ہر سال بیسیوں ہزار سیاح آتے ہیں
2748,یہاں بہت سے تھے میر و غالب کی چاہ والے
2749,محبت ہر کسی سے یوں جتانا اس کی عادت ہے
2750,یقین نہیں آتا تو کل ٹی وی اور اخبار دیکھنا
2751,اس طرف تو بس گئے ہیں صرف اس کے رنگ
2752,ہفتہ کتب و کتب خانہ : راولپنڈی کے کتب خانے
2753,ہزاروں غم ہیں اس دنیا میں اپنے بھی پرائے بھی
2754,الحمد للہ آج مندرجہ ذیل ابواب پوسٹ ہو گئے ہیں
2755,جب کبھی آنکھوں نے پڑھ لی ہے حنا کی تحریر
2756,ان سے ان کے رفقا ہی خاص متاثر نہیں ہوئے
2757,حجاب اگر جائیں تو پھر احوال لکھنا ہے وہاں کا
2758,سعادت اس قدر پائی کہ وہ خوش ہوگئے یک دم
2759,پہلے ہی نیرنگ خیال باز نہیں آتا جٹا کہنے سے
2760,مجھ کو آتے ہیں فقط چند لفظ ہی در فارسی
2761,اور شائد آج بھی انکی باقیات یہی کچھ پڑھاتی ہوگی
2762,وارث صاحب خوبصورت کلام شیئر کرنے پر آپ کا شکریہ
2763,کیوں نہ اب اپنی چوڑیوں کو کرچی کرچی کر ڈالوں
2764,میں ناں آج دن میں تھوڑی دیر سو گئی تھی
2765,ٹائی تحریر : اچانک بوڑھا از راشد کامران 4 ووٹ
2766,ڈاٹ آرگ یا ڈاٹ نیٹ بھی تو ہو سکتے ہیں
2767,تین لڑکیوں کے نام جو ن پر ختم ہوتے ہوں
2768,مجھے تم سے محبت ہے مگر میں کہہ نہیں سکتا
2769,کیوں فلم سٹار کے بارے میں کیوں لکھیں گے آپ
2770,ایک تو آپ اتنی مشکل باتیں کرتے ہیں ناں بھیا
2771,بسوں میں تو مین نے بھی بہت فلمیں دیکھی ہیں
2772,قیصرانی بھی نہیں کہ کوئی چکن مصالحہ ہی بنا دیتا
2773,تیرے پیار میں رسوا ہو کر جائیں کہاں دیوانے لوگ
2774,نہ پائی خاک بھی تاباں کی ہم نے پھر ظالم
2775,اک نئے احساس کی سولی پے چڑھ جاتی ہے ماں
2776,جیسے اس وقت آپ ندارد ہیں کیا خبر مخفی ہوں
2777,دیکھے وہ ایسے خواب اگر مجھ کو اس سے کیا
2778,ایک لاکھ روپیوں کا صدقہ حکیم صاحب گرتے گرتے بچے
2779,حاضر ہیں تیرے دربار میں ہم اللہ کرم اللہ کرم
2780,استانی نے مسکراتے ہوئے اس کے گال چھوئے اور کہا
2781,پچھلی سیٹ پر بیٹھے ہوئے آدمی نے سرد لہجے میں
2782,جاسوسی دنیا ناول نمبر 102 ناول کا نام زرد فتنہ
2783,سرکار اس محفل میں ساجد نامی اک ہی مدیر ہے
2784,حضرت علی اکبر پر تیروں کا مینہ برس رہا ہے
2785,ہزار شکر کہ ہم نے زباں سے کچھ نہ کہا
2786,بکھر چکے ہیں بہت باغ و دشت و دریا میں
2787,ماما تو پھر ماما ہوتی ہے ناں - یہاں دیکھیں
2788,ہما رے سر کی پھٹی ٹوپیوں پہ طنز نہ کر
2789,مثال کراچی میں ایم کیو ایم کے لڑکوں کی ہے
2790,ماہی احمد ، گذشتہ روز بوقت 3 : 39 شام
2791,بات کیا کروں ان سے دل کو چھیل دیتے ہیں
2792,بنیادی طور پر یہ معاشیات کی ایک اہم شاخ ہے
2793,اور چوڑی چمنیوں کی دو قطاروں کا اضافہ بھی کیا
2794,جیل خانے بھی ہیں اور گیس کے چیمبر بھی ہیں
2795,تھی فرشتوں کو بھی حیرت کہ یہ آواز ہے کیا
2796,اب یہ نہیں کہنا کہ جمعیت والوں کی کاروائی ہے
2797,13 جب اس زلف کی بات چلی 10۔09 میگا بائٹ
2798,شمشاد صاحب میری کسی بات کو غلط مت سمجھئے گا
2799,امید بہنا آپ یوٹیوب سے کچھ بنانا سیکھ لیں ناں
2800,اس کے ساتھ اس کا والد اور بھائی بھی تھا
2801,کچھ دن سے میرا گھر بھی پری خانہ ہوا ہے
2802,ہم نے تو دردناک واقعہ بلکہ مرثیہ لکھا ہے بھائی
2803,"""اپنی منزل کی طرف بڑھتے ہوئے رکھنا """" خیال """""""
2804,سید شہزاد ناصر ، ہفتہ بوقت 5 : 04 شام
2805,رزق تو انسان ساری زندگی کما کھاتا ہے بھائی صاحب
2806,ملک عدنان احمد ، منگل بوقت 6 : 18 شام
2807,اور میری پاکٹ سے بھتیجا اینڈ کمپنی نے نکال لیں
2808,نام تنظیم کا نام مکمل پتہ رابطہ نمبر ای میل
2809,تم امیج کو ورچوئل ڈرائیو میں کیوں نہیں کر لیتے
2810,لیکن تفسیر بھائی نے تو خود اعتراف کیا ہے کہ
2811,آپ اس ڈائری کی تمام قسطیں یہاں پڑھ سکتے ہیں
2812,اگر بھی نہ کام آئے تو قسمت کی خرابی ہے
2813,عورتوں کے دوش بدوش گھر کی صفائی نہیں کرتا ۔
2814,رخسار نازک ہوں تو آج ایک مانوں گا نہ میں
2815,مجھ سے ملنا ہے تو میرے دل کے میں آ
2816,میں تیری بات کو سمجھوں تو تجھ سے بات کروں
2817,کہ کہیں وقت سے پہلے تو نہیں جایا جا رہا
2818,چلیں یہ بھی پپو بھائی خود آ کر بتائیں ہمیں
2819,بہت ہی اچھا لگا کاشف صاحب کے بارے جان کر
2820,ڈاکٹر کے پاس جایا کرو ورنہ جلدی ٹھیک نہیں ہوگی
2821,جب جا کے افق کی جھیل میں سورج ڈوب گیا
2822,پھر دل سے دور کب ہو قرب و حضور تیرا
2823,حضرت محمد رضی اللہ عنہ بن طلحہ رضی اللہ عنہ
2824,جی بالکل اس کے علاوہ شعری اصطلاح بھی ہے یہ
2825,کچھ دنوں سے مرے احساس کا محور ھے یہ بات
2826,وسیم اکرم بھی پاکستان کے لیئے ایک اعزاز ہیں ۔
2827,اسی لیے تو سعود بھائی سے پوچھ رہی تھی آنی
2828,اور اس وقت تک پاکستان ویں درجہ پر فائز ہے
2829,عائشہ عزیز ، گذشتہ روز بوقت 4 : 04 شام
2830,عاشق ہیں سب اس کے جو ہے کونین کا والی
2831,البتہ ان دونوں جوڑوں میں ایک نمایاں فرق بھی ہے
2832,جماعت نہم کی حیاتیات غور سے نہیں پڑھی آپ نے
2833,توبہ توبہ یعنی میری وجہ سے آپ پریشان ہو رہی
2834,زمین اور آسمان کے درمیان کالا سورج سفر میں تھا
2835,مجھے کیا الٹ نہ دینے جو نہ بادہ خوار ہوتا
2836,ملتا ہے پیار کے بدلے پیار ہو قسمت والوں کو
2837,بادل کو کیا خبر ہے کہ بارش کی چاہ میں
2838,مسلم خان کی بیوقوفی کا اس بات سے اندازہ لگائیں
2839,لیکن احادیث میں ہندسوں میں نہیں الفاظ میں لکھا ہے
2840,تین تو نہی ہیں کوئی سبھی ہیں اس میں آتے
2841,رضوان بھائی تو اسے اتارتے اتارتے بوڑھے ہو جائیں گے
2842,ابھی تو عمر قید کی سزا بولی بھی نہیں گئی
2843,پھر تو اقبال کا پڑھنا بھی جائز نہ ہوا -
2844,جنوں کے بھیس میں یا آدمی کے بھیس میں آئے
2845,زیادہ دینے تھے نا تاکہ جواب دینے میں آسانی ہوتی
2846,دونوں پولیس کے فرق کو 5 مثالوں سے واضح کریں
2847,فراز گزرا ہوں جس طرف سے بھی پتھر لگے مجھے
2848,اس کی ساری دولت اس جنگ کی نذر ہو گئی
2849,جاتے ہیں لاکھوں ہی وہ ہم کو سنا کر باتیں
2850,اصل عدد 63 کے دہائی والے ہندسہ کا مربع نکالیں
2851,23 بال میں 38 رنز چاہیں اور سات اوٹ ہیں
2852,اس کے بعد اجمل صاحب کا یہ پیغام موصول ہوا
2853,اور دوسرا ثبوت مدعی پر ہوتا ہے مدعی آپ ہیں
2854,میری تحریر کی زد میں ابھی تو کچھ نہیں آیا
2855,سیم و زر کا دیوتا جس جا کبھی سوتا نہیں
2856,غبار آلودہ رنگ و نسب ہیں بال و پر ترے
2857,بلی ی پکڑو میری مچھلی کھا گئی تھی پچھلے ہفتے
2858,ٹیگ : حیدرآبادی ڈبل کا میٹھا ، ڈبل کا میٹھا
2859,پر لگتا ہے انہیں ہوائوں میں اڑنے کا شوق ہے
2860,انگریزی میں ایک مقولہ پڑھا تھا جس کا ترجمہ ہے
2861,خالد محمود چوہدری ، بدھ بوقت 3 : 45 شام
2862,مجموعہ 75 اوورز میں تمام وکٹوں کے نقصان پر 284
2863,مجھے بچپن کا ایک واقعہ یاد آ گیا لیک ۔
2864,میں بھی حاضر ہوں دل و جان سے چچا جانی
2865,سید ذیشان ، گذشتہ روز بوقت 11 : 57 صبح
2866,چڑھی جاتی ہے ہر ہر شے کی قیمت آسمانوں پر
2867,یہ لیں جب میں آیا ہوں تو سب غیر حاضر
2868,راولپنڈی جی ایچ کیو کے قریب شدید فائرنگ اور دھماکے
2869,مکان خالی کروانا ہے تو محفل کے تھانیدار سے ملیں
2870,چھوٹے غالب کے قلم سے جلد ہی وقوع پذیر ہوگا
2871,جلد از جلد ایک کلو بطور تحفہ ارسال فرما دیں
2872,صحیح کہا یہ خواجہ عزیز الحسن مجذوب کا کلام ہے
2873,""""""" نہیں انہیں کتوں سے ہمیشہ نفرت رہی ہے """""""
2874,اک غزل کافی نہیں ہے ان پہ لکھنے کے لیے
2875,باقی اس دھاگے پر اپنا مختصر سا تعارف لکھ دیں
2876,ویسے لگتا ہے آپ نے مبارک سر سے اتاری ہے
2877,مخالف ان کی الفت دیکھ کر بے حد بھڑکتے تھے
